"group","provided","accepted","level","quality_code"
"APPOL","Syllis","Syllis","Genus",10
"IDREM","Sylvicola","Sylvicola","Genus",10
"INODO","Sympecma","Sympecma","Genus",10
"INODO","Diplax","Sympetrum","Genus",20
"INODO","Sympetrum","Sympetrum","Genus",10
"INODO","Sympetrum meridionale/sanguineum","Sympetrum","Genus",80
"INODO","Sympetrum meridionale/striolatum","Sympetrum","Genus",80
"IDREM","Symplecta","Symplecta","Genus",10
"IDCHI","Sympotthastia","Sympotthastia","Genus",10
"CRAMP","Synchelidium","Synchelidium","Genus",10
"IDCHI","Syndiamesa","Syndiamesa","Genus",10
"CRISO","Synidotea","Synidotea","Genus",10
"IDCHI","Synorthocladius","Synorthocladius","Genus",10
"IDREM","Bathycranium","Syntormon","Genus",20
"IDREM","Syntormon","Syntormon","Genus",10
"IDREM","Tabanus","Tabanus","Genus",10
"IDREM","Tachytrechus","Tachytrechus","Genus",10
"INREM","Taeniopteryx","Taeniopteryx","Genus",10
"CRAMP","Talitrus","Talitrus","Genus",10
"CRREM","Tanaissus","Tanaissus","Genus",10
"CRREM","Tanaopsis","Tanaopsis","Genus",10
"IDCHI","Conchapelopia agg.","Tanypodinae","Genus",80
"IDREM","Tanyptera","Tanyptera","Genus",10
"IDCHI","Tanypus","Tanypus","Genus",10
"INCOL","Tanysphyrus","Tanysphyrus","Genus",10
"IDCHI","Tanytarsus","Tanytarsus","Genus",10
"IDCHI","Tanytarsus brundini/curticornis","Tanytarsus","Genus",80
"IDCHI","Tanytarsus buchonius/usmaensis","Tanytarsus","Genus",80
"IDCHI","Tanytarsus chinyensis gr.","Tanytarsus","Genus",80
"IDCHI","Tanytarsus eminulus gr.","Tanytarsus","Genus",80
"IDCHI","Tanytarsus excavatus gr.","Tanytarsus","Genus",80
"IDCHI","Tanytarsus gregarius gr.","Tanytarsus","Genus",80
"IDCHI","Tanytarsus lestagei agg.","Tanytarsus","Genus",80
"IDCHI","Tanytarsus medius/lestagei agg.","Tanytarsus","Genus",80
"IDCHI","Tanytarsus mendax gr.","Tanytarsus","Genus",80
"IDCHI","Tanytarsus mendax/occultus","Tanytarsus","Genus",80
"IDCHI","Tanytarsus pallidicornis gr.","Tanytarsus","Genus",80
"IDCHI","Tanytarsus verralli gr.","Tanytarsus","Genus",80
"ARACH","Tartarothyas","Tartarothyas","Genus",10
"APOLI","Tasserkidrilus","Tasserkidrilus","Genus",10
"IDCHI","Tavastia","Tavastia","Genus",10
"IDREM","Teichomyza","Teichomyza","Genus",10
"MOBIV","Tellimya","Tellimya","Genus",10
"MOBIV","Tellina","Tellina","Genus",10
"IDCHI","Telmatogeton","Telmatogeton","Genus",10
"IDCHI","Telmatopelopia","Telmatopelopia","Genus",10
"IDREM","Telmatoscopus","Telmatoscopus","Genus",10
"IDCHI","Telopelopia","Telopelopia","Genus",10
"MOGAS","Tenellia","Tenellia","Genus",10
"APPOL","Terebellides","Terebellides","Genus",10
"MOBIV","Teredo","Teredo","Genus",10
"MOGAS","Tergipes","Tergipes","Genus",10
"IDREM","Tetanocera","Tetanocera","Genus",10
"MAREM","Tetrastemma","Tetrastemma","Genus",10
"INREM","Tetrix","Tetrix","Genus",10
"ARACH","Teutonia","Teutonia","Genus",10
"APOLI","Thalassodrilus","Thalassodrilus","Genus",10
"IDCHI","Thalassosmittia","Thalassosmittia","Genus",10
"APPOL","Tharyx","Tharyx","Genus",10
"IDREM","Thaumalea","Thaumalea","Genus",10
"IDREM","Thaumastoptera","Thaumastoptera","Genus",10
"APPOL","Thelepus","Thelepus","Genus",10
"MOGAS","Theodoxus","Theodoxus","Genus",10
"APHIR","Theromyzon","Theromyzon","Genus",10
"CRDEC","Thia","Thia","Genus",10
"IDCHI","Thienemannia","Thienemannia","Genus",10
"IDCHI","Thienemanniella","Thienemanniella","Genus",10
"IDCHI","Thienemanniella acuticornis agg.","Thienemanniella","Genus",80
"IDCHI","Thienemanniella clavicornis agg.","Thienemanniella","Genus",80
"IDCHI","Thienemannimyia","Thienemannimyia","Genus",10
"IDCHI","Thienemanniola","Thienemanniola","Genus",10
"CRDEC","Thoralus","Thoralus","Genus",10
"MOBIV","Thracia","Thracia","Genus",10
"IDREM","Threticus","Threticus","Genus",10
"INCOL","Thryogenes","Thryogenes","Genus",10
"MOBIV","Thyasira","Thyasira","Genus",10
"ARACH","Thyopsis","Thyopsis","Genus",10
"MAREM","Thysanocardia","Thysanocardia","Genus",10
"MOBIV","Timoclea","Timoclea","Genus",10
"IDREM","Tinearia","Tinearia","Genus",10
"INTRI","Tinodes","Tinodes","Genus",10
"ARACH","Tiphys","Tiphys","Genus",10
"IDREM","Tipula","Tipula","Genus",10
"IDREM","Tipula lateralis gr.","Tipula","Genus",80
"IDREM","Tipula livida gr.","Tipula","Genus",80
"IDREM","Tipula luna gr.","Tipula","Genus",80
"IDREM","Tipula lunata gr.","Tipula","Genus",80
"IDREM","Tipula maxima gr.","Tipula","Genus",80
"IDREM","Tipula oleracea gr.","Tipula","Genus",80
"IDREM","Tipula pruinosa gr.","Tipula","Genus",80
"IDREM","Tipula signata gr.","Tipula","Genus",80
"IDREM","Tipula subnodicornis gr.","Tipula","Genus",80
"IDREM","Tipula vittata gr.","Tipula","Genus",80
"CRAMP","Tmetonyx","Tmetonyx","Genus","NA"
"APPOL","Tomopteris","Tomopteris","Genus","NA"
"IDREM","Tonnoiriella","Tonnoiriella","Genus",10
"MOGAS","Tornus","Tornus","Genus",10
"ARACH","Torrenticola","Torrenticola","Genus",10
"INCOL","Tournotaris","Tournotaris","Genus",10
"APPOL","Travisia","Travisia","Genus",10
"INTRI","Triaenodes","Triaenodes","Genus",10
"IDCHI","Tribelos","Tribelos","Genus",10
"APPOL","Trichobranchus","Trichobranchus","Genus",10
"APOLI","Trichodrilus","Trichodrilus","Genus",10
"INTRI","Tricholeiochiton","Tricholeiochiton","Genus",10
"IDREM","Trichopeza","Trichopeza","Genus",10
"INTRI","Trichostegia","Trichostegia","Genus",10
"IDREM","Tricyphona","Tricyphona","Genus",10
"ARACH","Trimalaconothrus","Trimalaconothrus","Genus",10
"IDREM","Triogma","Triogma","Genus",10
"IDCHI","Trissocladius","Trissocladius","Genus",10
"IDCHI","Trissopelopia","Trissopelopia","Genus",10
"BRHYP","Triticella","Triticella","Genus",10
"MOGAS","Tritonia","Tritonia","Genus","NA"
"APHIR","Trocheta","Trocheta","Genus",10
"ARACH","Trochosa","Trochosa","Genus",10
"BRHYP","Trochospongilla","Trochospongilla","Genus",10
"CRAMP","Tryphosella","Tryphosella","Genus",10
"CRAMP","Tryphosites","Tryphosites","Genus",10
"APOLI","Tubifex","Tubifex","Genus",10
"APOLI","Homochaeta","Tubificidae","Genus",20
"APOLI","Tubificoides","Tubificoides","Genus",10
"MAREM","Tubulanus","Tubulanus","Genus",10
"BRHYP","Tubularia","Tubularia","Genus",10
"MOGAS","Turbonilla","Turbonilla","Genus",10
"MOGAS","Turritella","Turritella","Genus",10
"IDCHI","Tvetenia","Tvetenia","Genus",10
"IDCHI","Tvetenia calvescens agg.","Tvetenia","Genus",80
"IDCHI","Tvetenia discoloripes agg.","Tvetenia","Genus",80
"IDCHI","Tvetenia spec. A","Tvetenia","Genus",80
"IDREM","Ula","Ula","Genus",10
"IDREM","Ulomyia","Ulomyia","Genus",10
"APOLI","Uncinais","Uncinais","Genus",10
"CRAMP","Unciola","Unciola","Genus",10
"MOBIV","Unio","Unio","Genus",10
"ARACH","Unionicola","Unionicola","Genus",10
"CRDEC","Upogebia","Upogebia","Genus",10
"CRAMP","Urothoe","Urothoe","Genus",10
"MOGAS","Valvata","Valvata","Genus",10
"IDREM","Vanoyia","Vanoyia","Genus",10
"CRREM","Vaunthompsonia","Vaunthompsonia","Genus",10
"APOLI","Vejdovskyella","Vejdovskyella","Genus",10
"INHET","Velia","Velia","Genus",10
"MOBIV","Venerupis","Venerupis","Genus",10
"MOBIV","Venus","Venus","Genus",10
"BRHYP","Vesicularia","Vesicularia","Genus",10
"ARACH","Vietsia","Vietsia","Genus",10
"IDCHI","Virgatanytarsus","Virgatanytarsus","Genus",10
"MOGAS","Vitreolina","Vitreolina","Genus",10
"MOGAS","Viviparus","Viviparus","Genus",10
"CRAMP","Westwoodilla","Westwoodilla","Genus",10
"ARACH","Wettina","Wettina","Genus",10
"IDREM","Wiedemannia","Wiedemannia","Genus",10
"INTRI","Wormaldia","Wormaldia","Genus",10
"IDREM","Xanthocanace","Xanthocanace","Genus",10
"INREM","Xanthoperla","Xanthoperla","Genus",10
"IDCHI","Xenochironomus","Xenochironomus","Genus",10
"IDCHI","Xenopelopia","Xenopelopia","Genus",10
"INTRI","Ylodes","Ylodes","Genus",10
"INCOL","Yola","Yola","Genus",10
"MOBIV","Yoldiella","Yoldiella","Genus",10
"IDCHI","Zalutschia","Zalutschia","Genus",10
"IDCHI","Zavrelia","Zavrelia","Genus",10
"IDCHI","Zavreliella","Zavreliella","Genus",10
"IDCHI","Zavrelimyia","Zavrelimyia","Genus",10
"ARACH","Zetomimus","Zetomimus","Genus",10
"MOGAS","Zonitoides","Zonitoides","Genus",10
"ARACH","Zschokkea","Zschokkea","Genus",10
"CRREM","Cirripedia","Cirripedia","Infraclassis",10
"CRDEC","Anomura","Anomura","Infraordo",10
"CRDEC","Astacidea","Astacidea","Infraordo",10
"CRDEC","Brachyura","Brachyura","Infraordo",10
"CRDEC","Caridea","Caridea","Infraordo",10
"IDREM","Cyclorrhapha","Diptera","Infraordo",20
"MAREM","Echinidea","Echinidea","Infraordo","NA"
"CRDEC","Thalassinidea","Thalassinidea","Infraordo",10
"MAREM","Harrimaniidae","Harrimaniidae","Familia","NA"
"CRREM","Thoracica","Thoracica","Superordo","NA"
"MAREM","Actiniaria","Actiniaria","Ordo",10
"APPOL","Amphinomida","Amphinomida","Ordo",10
"CRAMP","Amphipoda","Amphipoda","Ordo",10
"MAREM","Aphragmophora","Aphragmophora","Ordo",10
"ECHIN","Apodida","Apodida","Ordo",10
"ARACH","Araneae","Araneae","Ordo",10
"MOGAS","Archaeogastropoda","Archaeogastropoda","Ordo",10
"MOGAS","Architaenioglossa","Architaenioglossa","Ordo",10
"MOBIV","Arcoida","Arcoida","Ordo",10
"CRREM","Arguloida","Arguloida","Ordo",10
"APHIR","Arhynchobdellida","Arhynchobdellida","Ordo",10
"MOGAS","Basommatophora","Basommatophora","Ordo",10
"MAREM","Bdellonemertea","Bdellonemertea","Ordo",10
"APOLI","Branchiobdellida","Branchiobdellida","Ordo",10
"ECHIN","Camarodonta","Camarodonta","Ordo",10
"APPOL","Capitellida","Capitellida","Ordo",10
"MOGAS","Cephalaspidea","Cephalaspidea","Ordo",10
"MAREM","Ceriantharia","Ceriantharia","Ordo",10
"MOREM","Chaetodermatida","Chaetodermatida","Ordo",10
"BRHYP","Cheilostomatida","Cheilostomatida","Ordo",10
"ECHIN","Clypeasteroida","Clypeasteroida","Ordo",10
"INCOL","Coleoptera","Coleoptera","Ordo",10
"COLMB","Collembola","Collembola","Ordo",10
"APPOL","Cossurida","Cossurida","Ordo",10
"BRHYP","Ctenostomatida","Ctenostomatida","Ordo",10
"CRREM","Cumacea","Cumacea","Ordo",10
"MAREM","Cydippida","Cydippida","Ordo",10
"CRDEC","Decapoda","Decapoda","Ordo",10
"ECHIN","Dendrochirotida","Dendrochirotida","Ordo",10
"IDREM","Diptera","Diptera","Ordo",10
"MAREM","Echinorhynchida","Echinorhynchida","Ordo",10
"ECHIN","Echinothurioida","Echinothurioida","Ordo",10
"MAREM","Echiurida","Echiurida","Ordo",10
"MAREM","Enterogona","Enterogona","Ordo",10
"INEPH","Ephemeroptera","Ephemeroptera","Ordo",10
"APPOL","Eunicida","Eunicida","Ordo",10
"APPOL","Flabelligerida","Flabelligerida","Ordo",10
"ECHIN","Forcipulatida","Forcipulatida","Ordo",10
"MAREM","Golfingiida","Golfingiida","Ordo",10
"APOLI","Haplotaxida","Haplotaxida","Ordo",10
"MAREM","Heteronemertea","Heteronemertea","Ordo",10
"MOGAS","Heterostropha","Heterostropha","Ordo",10
"MAREM","Hoplonemertea","Hoplonemertea","Ordo",10
"INREM","Hymenoptera","Hymenoptera","Ordo",10
"CRISO","Isopoda","Isopoda","Ordo",10
"CRREM","Kentrogonida","Kentrogonida","Ordo",10
"APTUR","Lecithoepitheliata","Lecithoepitheliata","Ordo",10
"INLEP","Lepidoptera","Lepidoptera","Ordo",10
"BRHYP","Leptothecata","Leptothecata","Ordo",10
"CRMYS","Lophogastrida","Lophogastrida","Ordo",10
"APOLI","Lumbriculida","Lumbriculida","Ordo",10
"INREM","Megaloptera","Megaloptera","Ordo",10
"MOGAS","Mesogastropoda","Mesogastropoda","Ordo",10
"CRREM","Myodocopida","Myodocopida","Ordo","NA"
"MOBIV","Myoida","Myoida","Ordo",10
"CRMYS","Mysida","Mysida","Ordo",10
"CRMYS","Mysidacea","Mysida","Ordo",20
"MOBIV","Mytiloida","Mytiloida","Ordo",10
"CRREM","Nebaliacea","Nebaliacea","Ordo",10
"MOGAS","Neogastropoda","Neogastropoda","Ordo",10
"MOREM","Neoloricata","Neoloricata","Ordo",10
"MOGAS","Neotaenioglossa","Neotaenioglossa","Ordo",10
"MOGAS","Neritopsina","Neritopsina","Ordo",10
"INREM","Neuroptera","Neuroptera","Ordo",10
"MOBIV","Nuculoida","Nuculoida","Ordo",10
"MOGAS","Nudibranchia","Nudibranchia","Ordo",10
"INODO","Odonata","Odonata","Ordo",10
"APPOL","Opheliida","Opheliida","Ordo",10
"ECHIN","Ophiurida","Ophiurida","Ordo",10
"APOLI","Opisthopora","Opisthopora","Ordo",10
"APPOL","Orbiniida","Orbiniida","Ordo",10
"ARACH","Oribatida","Oribatida","Ordo",10
"INREM","Orthoptera","Orthoptera","Ordo",10
"MOBIV","Ostreoida","Ostreoida","Ordo",10
"MAREM","Palaeonemertea","Palaeonemertea","Ordo",10
"ARACH","Pantopoda","Pantopoda","Ordo",10
"VISSN","Paracheia","Paracheia","Ordo","NA"
"ECHIN","Paxillosida","Paxillosida","Ordo",10
"MOBIV","Pholadomyoida","Pholadomyoida","Ordo",10
"APPOL","Phyllodocida","Phyllodocida","Ordo",10
"INREM","Plecoptera","Plecoptera","Ordo",10
"APTUR","Polycladida","Polycladida","Ordo",10
"ARACH","Prostigmata","Prostigmata","Ordo",10
"MOBIV","Pterioida","Pterioida","Ordo",10
"MOGAS","Pulmonata","Pulmonata","Ordo",10
"APTUR","Rhabdocoela","Rhabdocoela","Ordo",10
"APHIR","Rhynchobdellida","Rhynchobdellida","Ordo",10
"APPOL","Sabellida","Sabellida","Ordo",10
"MOGAS","Sacoglossa","Sacoglossa","Ordo",10
"MOREM","Sepiolida","Sepiolida","Ordo",10
"APTUR","Seriata","Seriata","Ordo",10
"CRREM","Sessilia","Sessilia","Ordo",10
"MAREM","Solitaria","Solitaria","Ordo",10
"ECHIN","Spatangoida","Spatangoida","Ordo",10
"APPOL","Spionida","Spionida","Ordo",10
"CRREM","Tanaidacea","Tanaidacea","Ordo",10
"APPOL","Terebellida","Terebellida","Ordo",10
"INTRI","Trichoptera","Trichoptera","Ordo",10
"APOLI","Tubificida","Tubificida","Ordo",10
"MOBIV","Unionoida","Unionoida","Ordo",10
"MOBIV","Veneroida","Veneroida","Ordo",10
"MAREM","Zoantharia","Zoantharia","Ordo","NA"
"MAREM","Acanthocephala","Acanthocephala","Phylum",10
"BRHYP","Bryozoa","Bryozoa","Phylum",10
"MAREM","Cephalorhyncha","Cephalorhyncha","Phylum",10
"MAREM","Chaetognatha","Chaetognatha","Phylum",10
"MAREM","Chordata","Chordata","Phylum",10
"MAREM","Ctenophora","Ctenophora","Phylum",10
"ECHIN","Echinodermata","Echinodermata","Phylum",10
"MAREM","Echiura","Echiura","Phylum",10
"MAREM","Entoprocta","Entoprocta","Phylum",10
"MAREM","Hemichordata","Hemichordata","Phylum",10
"MAREM","Nemertea","Nemertea","Phylum",10
"MAREM","Nemertini","Nemertea","Phylum",20
"MAREM","Phoronida","Phoronida","Phylum",10
"APTUR","Platyhelminthes","Platyhelminthes","Phylum",10
"BRHYP","Porifera","Porifera","Phylum",10
"MAREM","Sipuncula","Sipuncula","Phylum",10
"MAREM","Tardigrada","Tardigrada","Phylum",10
"BRHYP","Abietinaria abietina","Abietinaria abietina","Species",10
"IDCHI","Ablabesmyia longistyla","Ablabesmyia longistyla","Species",10
"IDCHI","Ablabesmyia monilis","Ablabesmyia monilis","Species",10
"IDCHI","Ablabesmyia phatta","Ablabesmyia phatta","Species",10
"CRAMP","Abludomelita obtusata","Abludomelita obtusata","Species",10
"CRAMP","Melita obtusata","Abludomelita obtusata","Species",20
"MOBIV","Abra alba","Abra alba","Species",10
"MOBIV","Abra nitida","Abra nitida","Species",10
"MOBIV","Abra prismatica","Abra prismatica","Species",10
"MOBIV","Abra tenuis","Abra tenuis","Species",10
"APPOL","Abyssoninoe hibernica","Abyssoninoe hibernica","Species",10
"IDCHI","Acamptocladius submontanus","Acamptocladius submontanus","Species",10
"MOBIV","Acanthocardia echinata","Acanthocardia echinata","Species",10
"MOBIV","Acanthocardia paucicostata","Acanthocardia paucicostata","Species",10
"MOBIV","Acanthocardia tuberculata","Acanthocardia tuberculata","Species",10
"MOGAS","Acanthodoris pilosa","Acanthodoris pilosa","Species",10
"CRMYS","Acanthomysis longicornis","Acanthomysis longicornis","Species","NA"
"INLEP","Acentria ephemerella","Acentria ephemerella","Species",10
"INLEP","Acentria nivea","Acentria ephemerella","Species",20
"INLEP","Acentropus niveus","Acentria ephemerella","Species",20
"APOLI","Achaeta eiseni","Achaeta eiseni","Species",10
"CRDEC","Achaeus cranchii","Achaeus cranchii","Species",10
"ARACH","Achelia echinata","Achelia echinata","Species",10
"ARACH","Achelia laevis","Achelia laevis","Species",10
"CRAMP","Acidostoma obesum","Acidostoma obesum","Species",10
"INCOL","Acilius canaliculatus","Acilius canaliculatus","Species",10
"INCOL","Acilius sulcatus","Acilius sulcatus","Species",10
"IDCHI","Acricotopus lucens","Acricotopus lucens","Species",10
"ECHIN","Acrocnida brachiata","Acrocnida brachiata","Species",10
"MOGAS","Acroloxus lacustris","Acroloxus lacustris","Species",10
"MOGAS","Acteon tornatilis","Acteon tornatilis","Species",10
"MAREM","Actinia equina","Actinia equina","Species",10
"INTRI","Adicella filicornis","Adicella filicornis","Species",10
"INTRI","Adicella reducta","Adicella reducta","Species",10
"MOBIV","Adontorhina similis","Adontorhina similis","Species",10
"IDREM","Aedes cinereus","Aedes cinereus","Species",10
"IDREM","Aedes vexans","Aedes vexans","Species",10
"MOGAS","Aeolidia papillosa","Aeolidia papillosa","Species",10
"APOLI","Aeolosoma beddardi","Aeolosoma beddardi","Species",10
"APOLI","Aeolosoma evelinae","Aeolosoma evelinae","Species",10
"APOLI","Aeolosoma flavum","Aeolosoma flavum","Species",10
"APOLI","Aeolosoma gertae","Aeolosoma gertae","Species",10
"APOLI","Aeolosoma headleyi","Aeolosoma headleyi","Species",10
"APOLI","Aeolosoma hemprichi","Aeolosoma hemprichi","Species",10
"APOLI","Aeolosoma hyalinum","Aeolosoma hyalinum","Species",10
"APOLI","Aeolosoma japonicum","Aeolosoma japonicum","Species",10
"APOLI","Aeolosoma leidyi","Aeolosoma leidyi","Species",10
"APOLI","Aeolosoma litorale","Aeolosoma litorale","Species",10
"APOLI","Aeolosoma niveum","Aeolosoma niveum","Species",10
"APOLI","Aeolosoma olivaceum","Aeolosoma olivaceum","Species",10
"APOLI","Aeolosoma psammophilum","Aeolosoma psammophilum","Species",10
"APOLI","Aeolosoma quaternarium","Aeolosoma quaternarium","Species",10
"APOLI","Aeolosoma tenebrarum","Aeolosoma tenebrarum","Species",10
"APOLI","Aeolosoma travancorense","Aeolosoma travancorense","Species",10
"APOLI","Aeolosoma variegatum","Aeolosoma variegatum","Species",10
"APOLI","Aeolosoma viride","Aeolosoma viride","Species",10
"MOBIV","Aequipecten opercularis","Aequipecten opercularis","Species","NA"
"INODO","Aeshna affinis","Aeshna affinis","Species",10
"INODO","Aeshna cyanea","Aeshna cyanea","Species",10
"INODO","Aeshna grandis","Aeshna grandis","Species",10
"INODO","Aeshna isoceles","Aeshna isoceles","Species",10
"INODO","Aeshna juncea","Aeshna juncea","Species",10
"INODO","Aeshna mixta","Aeshna mixta","Species",10
"INODO","Aeshna subarctica","Aeshna subarctica","Species",10
"INODO","Aeshna viridis","Aeshna viridis","Species",10
"INCOL","Agabus affinis","Agabus affinis","Species",10
"INCOL","Agabus biguttatus","Agabus biguttatus","Species",10
"INCOL","Agabus bipustulatus","Agabus bipustulatus","Species",10
"INCOL","Agabus congener","Agabus congener","Species",10
"INCOL","Agabus conspersus","Agabus conspersus","Species",10
"INCOL","Agabus didymus","Agabus didymus","Species",10
"INCOL","Agabus guttatus","Agabus guttatus","Species",10
"INCOL","Agabus femoralis","Agabus labiatus","Species",20
"INCOL","Agabus labiatus","Agabus labiatus","Species",10
"INCOL","Agabus melanarius","Agabus melanarius","Species",10
"INCOL","Agabus nebulosus","Agabus nebulosus","Species",10
"INCOL","Agabus paludosus","Agabus paludosus","Species",10
"INCOL","Agabus striolatus","Agabus striolatus","Species",10
"INCOL","Agabus sturmii","Agabus sturmii","Species",10
"INCOL","Agabus uliginosus","Agabus uliginosus","Species",10
"INCOL","Agabus undulatus","Agabus undulatus","Species",10
"INCOL","Agabus unguicularis","Agabus unguicularis","Species",10
"INTRI","Agapetus fuscipes","Agapetus fuscipes","Species",10
"INTRI","Agapetus ochripes","Agapetus ochripes","Species",10
"APPOL","Aglaophamus agilis","Aglaophamus agilis","Species","NA"
"BRHYP","Aglaophenia pluma","Aglaophenia pluma","Species",10
"INTRI","Agraylea multipunctata","Agraylea multipunctata","Species",10
"INTRI","Agraylea sexmaculata","Agraylea sexmaculata","Species",10
"INTRI","Agrypnia obsoleta","Agrypnia obsoleta","Species",10
"INTRI","Agrypnia pagetana","Agrypnia pagetana","Species",10
"INTRI","Agrypnia varia","Agrypnia varia","Species",10
"INTRI","Dasystegia varia","Agrypnia varia","Species",20
"CRREM","Akanthophoreus gracilis","Akanthophoreus gracilis","Species",10
"CRREM","Leptognathia gracilis","Akanthophoreus gracilis","Species",20
"ARACH","Albia davidsi","Albia davidsi","Species",10
"ARACH","Albia stationis","Albia stationis","Species",10
"APHIR","Alboglossiphonia heteroclita","Alboglossiphonia heteroclita","Species",10
"APHIR","Alboglossiphonia papillosa","Alboglossiphonia heteroclita","Species",20
"APHIR","Glossiphonia heteroclita","Alboglossiphonia heteroclita","Species",20
"APHIR","Alboglossiphonia hyalina","Alboglossiphonia hyalina","Species",10
"APHIR","Clepsine hyalina","Alboglossiphonia hyalina","Species",20
"APHIR","Glossiphonia hyalina","Alboglossiphonia hyalina","Species",20
"APHIR","Alboglossiphonia striata","Alboglossiphonia striata","Species",10
"APHIR","Glossiphonia striata","Alboglossiphonia striata","Species",20
"BRHYP","Alcyonidioides albidum","Alcyonidioides albidum","Species",10
"BRHYP","Alcyonidioides mytili","Alcyonidioides mytili","Species",10
"BRHYP","Alcyonidium mamillatum","Alcyonidium mamillatum","Species",10
"BRHYP","Alcyonidium mytili","Alcyonidium mytili","Species",10
"MOGAS","Alderia modesta","Alderia modesta","Species",10
"APPOL","Alitta succinea","Alitta succinea","Species",10
"APPOL","Nereis succinea","Alitta succinea","Species",20
"APPOL","Alitta virens","Alitta virens","Species",10
"APPOL","Nereis virens","Alitta virens","Species",20
"APPOL","Alkmaria romijni","Alkmaria romijni","Species",10
"IDCHI","Allocladius arenarius","Allocladius arenarius","Species",10
"IDCHI","Pseudosmittia arenaria","Allocladius arenarius","Species",20
"IDCHI","Allocladius bothnicus","Allocladius bothnicus","Species",10
"IDCHI","Pseudosmittia bothnica","Allocladius bothnicus","Species",20
"INTRI","Allogamus auricollis","Allogamus auricollis","Species",10
"APOLI","Allolobophora chlorotica","Allolobophora chlorotica","Species",10
"CRAMP","Allomelita pellucida","Allomelita pellucida","Species",10
"MOBIV","Altenaeum dawsoni","Altenaeum dawsoni","Species",10
"MOBIV","Mysella dawsoni","Altenaeum dawsoni","Species",20
"MOGAS","Alvania beanii","Alvania beanii","Species","NA"
"MOGAS","Alvania lactea","Alvania lactea","Species",10
"APPOL","Amaeana trilobata","Amaeana trilobata","Species","NA"
"INCOL","Amalorrhynchus melanarius","Amalorrhynchus melanarius","Species",10
"INEPH","Ametropus fragilis","Ametropus fragilis","Species",10
"ARACH","Ammothella longipes","Ammothella longipes","Species",10
"CRAMP","Ampelisca brevicornis","Ampelisca brevicornis","Species",10
"CRAMP","Ampelisca diadema","Ampelisca diadema","Species",10
"CRAMP","Ampelisca gibba","Ampelisca gibba","Species",10
"CRAMP","Ampelisca macrocephala","Ampelisca macrocephala","Species",10
"CRAMP","Ampelisca spinifer","Ampelisca spinifer","Species","NA"
"CRAMP","Ampelisca spinipes","Ampelisca spinipes","Species",10
"CRAMP","Ampelisca spooneri","Ampelisca spooneri","Species","NA"
"CRAMP","Ampelisca tenuicornis","Ampelisca tenuicornis","Species",10
"CRAMP","Ampelisca typica","Ampelisca typica","Species",10
"APPOL","Ampharete acutifrons","Ampharete acutifrons","Species",10
"APPOL","Ampharete baltica","Ampharete baltica","Species","NA"
"APPOL","Ampharete falcata","Ampharete falcata","Species","NA"
"APPOL","Ampharete finmarchica","Ampharete finmarchica","Species",10
"APPOL","Ampharete lindstroemi","Ampharete lindstroemi","Species","NA"
"APPOL","Ampharete octocirrata","Ampharete octocirrata","Species","NA"
"CRREM","Amphibalanus improvisus","Amphibalanus improvisus","Species",10
"CRREM","Balanus improvisus","Amphibalanus improvisus","Species",20
"APOLI","Amphichaeta leydigi","Amphichaeta leydigi","Species",10
"APOLI","Amphichaeta sannio","Amphichaeta sannio","Species",10
"APPOL","Amphicteis gunneri","Amphicteis gunneri","Species","NA"
"APPOL","Amphictene auricoma","Amphictene auricoma","Species","NA"
"APPOL","Pectinaria (Amphictene) auricoma","Amphictene auricoma","Species","NA"
"CRAMP","Amphilochus manudens","Amphilochus manudens","Species","NA"
"CRAMP","Amphilochus neapolitanus","Amphilochus neapolitanus","Species",10
"INREM","Amphinemura standfussi","Amphinemura standfussi","Species",10
"INREM","Amphinemura sulcicollis","Amphinemura sulcicollis","Species",10
"ECHIN","Amphipholis squamata","Amphipholis squamata","Species",10
"ECHIN","Amphiura (Ophiopeltis) securigera","Amphiura (Ophiopeltis) securigera","Species","NA"
"ECHIN","Amphiura chiajei","Amphiura chiajei","Species",10
"ECHIN","Amphiura filiformis","Amphiura filiformis","Species",10
"INTRI","Anabolia brevipennis","Anabolia brevipennis","Species",10
"INTRI","Anabolia nervosa","Anabolia nervosa","Species",10
"INCOL","Anacaena bipustulata","Anacaena bipustulata","Species",10
"INCOL","Anacaena globulus","Anacaena globulus","Species",10
"INCOL","Anacaena limbata","Anacaena limbata","Species",10
"INCOL","Anacaena lutescens","Anacaena lutescens","Species",10
"APPOL","Anaitides groenlandica","Anaitides groenlandica","Species",10
"APPOL","Anaitides maculata","Anaitides maculata","Species",10
"APPOL","Anaitides mucosa","Anaitides mucosa","Species",10
"APPOL","Anaitides subulifera","Anaitides subulifera","Species",10
"CRDEC","Anapagurus laevis","Anapagurus laevis","Species","NA"
"IDREM","Anasimyia transfuga","Anasimyia transfuga","Species",10
"IDCHI","Anatopynia plumipes","Anatopynia plumipes","Species",10
"INODO","Anax formosus","Anax imperator","Species",20
"INODO","Anax imperator","Anax imperator","Species",10
"INODO","Anax parthenope","Anax parthenope","Species",10
"MOGAS","Ancylus fluviatilis","Ancylus fluviatilis","Species",10
"MOBIV","Angulus fabula","Angulus fabula","Species",10
"MOBIV","Tellina fabula","Angulus fabula","Species",20
